0.000000000000000000e+00
1.000000000000000000e+00
1.600000000000000089e+00
1.800000000000000044e+00
2.000000000000000000e+00
2.800000000000000266e+00
3.300000000000000266e+00
4.600000000000000533e+00
5.600000000000000533e+00
5.700000000000001066e+00
6.600000000000000533e+00
6.800000000000000711e+00
7.000000000000000888e+00
7.100000000000000533e+00
7.400000000000000355e+00
7.700000000000001066e+00
7.800000000000000711e+00
8.000000000000000000e+00
9.400000000000000355e+00
9.500000000000001776e+00
