starting_order,greedy_order,best_order,spearman_greedy,spearman_best,kendall_greedy,kendall_best
[5 1 2 3 4 7 6 0],[5 1 2 3 4 7 6 0],[5 1 2 3 4 7 6 0],0.07142857142857144,0.07142857142857144,0.14285714285714285,0.14285714285714285
[5 1 2 3 4 7 6 0],[5 1 2 3 4 7 6 0],[5 1 2 3 4 7 6 0],0.07142857142857144,0.07142857142857144,0.14285714285714285,0.14285714285714285
[5 1 2 4 3 7 6 0],[5 1 2 4 3 7 6 0],[5 1 2 3 4 7 6 0],0.04761904761904763,0.07142857142857144,0.07142857142857142,0.14285714285714285
[5 1 2 3 4 7 6 0],[5 1 2 3 4 7 6 0],[5 1 2 3 4 7 6 0],0.07142857142857144,0.07142857142857144,0.14285714285714285,0.14285714285714285
[2 1 5 4 3 0 7 6],[2 1 5 4 3 0 7 6],[5 1 2 3 4 7 6 0],0.5000000000000001,0.07142857142857144,0.2857142857142857,0.14285714285714285
[5 1 2 3 4 7 6 0],[5 1 2 3 4 7 6 0],[5 1 2 3 4 7 6 0],0.07142857142857144,0.07142857142857144,0.14285714285714285,0.14285714285714285
[5 1 2 4 3 7 6 0],[5 1 2 4 3 7 6 0],[5 1 2 3 4 7 6 0],0.04761904761904763,0.07142857142857144,0.07142857142857142,0.14285714285714285
[5 1 2 0 6 4 7 3],[5 1 2 0 6 4 7 3],[5 1 2 3 4 7 6 0],0.3333333333333334,0.07142857142857144,0.21428571428571427,0.14285714285714285
