starting_order,greedy_order,best_order,spearman_greedy,spearman_best,kendall_greedy,kendall_best
[0 1 2 3 4 5 6 7 8 9],[0 1 2 3 4 5 6 7 8 9],[0 1 2 3 4 5 6 7 8 9],0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
[0 1 2 3 4 5 6 7 8 9],[0 1 2 3 4 5 6 7 8 9],[0 1 2 3 4 5 6 7 8 9],0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
