,candidate,key,final_lse,n_subtypes,scalar_K,mean_s,mean_f_cluster0,mean_f_cluster1,subtype0_count,subtype1_count,rank
241,261,PPMI_subtyping_grid_261_lambda_f1p000_lambda_cog0p100_lambda_scalar0p300_lambda_jsd0p050_lambda_beta0p100,740.0110935637167,2,0.0,0.5648292213753601,0.13060362453151106,0.04221506380823344,115,1,242
242,129,PPMI_subtyping_grid_129_lambda_f0p500_lambda_cog0p100_lambda_scalar0p500_lambda_jsd0p000_lambda_beta0p100,743.7476474055642,2,0.0,0.5894781868887238,0.13142575790019498,0.045608874009574835,116,0,243
243,278,PPMI_subtyping_grid_278_lambda_f1p000_lambda_cog0p100_lambda_scalar0p500_lambda_jsd0p050_lambda_beta0p150,743.8103495287158,2,0.0,0.5539214589425142,0.13911348388358272,0.04410017962030074,115,1,244
244,1,PPMI_subtyping_1,744.8184729479652,2,5.176002701273659,0.8145699102868009,0.029075804476452423,0.10794453507433596,116,0,245
245,123,PPMI_subtyping_grid_123_lambda_f0p500_lambda_cog0p100_lambda_scalar0p300_lambda_jsd0p100_lambda_beta0p200,745.1020237961076,2,0.0,0.4666637094332827,0.2135165651939197,0.07127293220846112,87,29,246
246,122,PPMI_subtyping_grid_122_lambda_f0p500_lambda_cog0p100_lambda_scalar0p300_lambda_jsd0p100_lambda_beta0p150,745.9635816111137,2,0.0,0.5614897153555594,0.13291339218502854,0.02262548231890339,116,0,247
247,120,PPMI_subtyping_grid_120_lambda_f0p500_lambda_cog0p100_lambda_scalar0p300_lambda_jsd0p100_lambda_beta0p050,747.0798098866918,2,0.0,0.5641527640214825,0.13047314727769854,0.049701119843501305,116,0,248
248,134,PPMI_subtyping_grid_134_lambda_f0p500_lambda_cog0p100_lambda_scalar0p500_lambda_jsd0p050_lambda_beta0p150,747.8099480449077,2,0.0,0.5779028011624178,0.1354932785515418,0.021313906643525074,116,0,249
249,130,PPMI_subtyping_grid_130_lambda_f0p500_lambda_cog0p100_lambda_scalar0p500_lambda_jsd0p000_lambda_beta0p150,747.9551231401126,2,0.0,0.5462992604201176,0.13770441690578292,0.017800233005436747,116,0,250
250,135,PPMI_subtyping_grid_135_lambda_f0p500_lambda_cog0p100_lambda_scalar0p500_lambda_jsd0p050_lambda_beta0p200,748.6328082000382,2,0.0,0.5518432302485529,0.13868409748215652,0.03659800687510968,116,0,251
251,131,PPMI_subtyping_grid_131_lambda_f0p500_lambda_cog0p100_lambda_scalar0p500_lambda_jsd0p000_lambda_beta0p200,749.8516125158327,2,0.0,0.5260504661516126,0.14330125132514346,0.02797909095545583,116,0,252
252,114,PPMI_subtyping_grid_114_lambda_f0p500_lambda_cog0p100_lambda_scalar0p300_lambda_jsd0p000_lambda_beta0p150,749.9133953525135,2,0.0,0.5708439355728174,0.1341046578083064,0.044665675636330095,116,0,253
253,43,PPMI_subtyping_43,750.5641598598504,2,4.284966907956674,0.818237155988048,0.04684144303955592,0.08844850668331361,116,0,254
254,124,PPMI_subtyping_grid_124_lambda_f0p500_lambda_cog0p100_lambda_scalar0p300_lambda_jsd0p150_lambda_beta0p050,750.6587810995603,2,0.0,0.55732961311375,0.13386044085706003,0.0643280846538833,116,0,255
255,128,PPMI_subtyping_grid_128_lambda_f0p500_lambda_cog0p100_lambda_scalar0p500_lambda_jsd0p000_lambda_beta0p050,750.8227011306622,2,0.0,0.5453566306509771,0.13769164509369136,0.046725291210019976,116,0,256
256,63,PPMI_subtyping_63,751.452986239869,2,3.9851349180541757,0.8173252808295307,0.060989134306839325,0.07135631002962148,116,0,257
257,132,PPMI_subtyping_grid_132_lambda_f0p500_lambda_cog0p100_lambda_scalar0p500_lambda_jsd0p050_lambda_beta0p050,751.7501594843518,2,0.0,0.5503482792000922,0.13901799155467898,0.04531552470556695,116,0,258
258,119,PPMI_subtyping_grid_119_lambda_f0p500_lambda_cog0p100_lambda_scalar0p300_lambda_jsd0p050_lambda_beta0p200,752.2051640149058,2,0.0,0.5247888363766289,0.1377182864251741,0.04318151520316585,116,0,259
259,139,PPMI_subtyping_grid_139_lambda_f0p500_lambda_cog0p100_lambda_scalar0p500_lambda_jsd0p100_lambda_beta0p200,752.6128819016369,2,0.0,0.5216622965748056,0.14407620661026976,0.02468248136887117,116,0,260
260,140,PPMI_subtyping_grid_140_lambda_f0p500_lambda_cog0p100_lambda_scalar0p500_lambda_jsd0p150_lambda_beta0p050,752.9141384036413,2,0.0,0.5186689855198617,0.1396292572429218,0.03557053964600611,116,0,261
261,9,PPMI_subtyping_9,756.0883073530232,2,4.458101441576164,0.8220142150218653,0.034964825635011396,0.08758405882901012,116,0,262
