run,starting_order,greedy_order,best_order,starting_spearmanr,greedy_spearmanr,best_spearmanr,starting_kendalltau,greedy_kendalltau,best_kendalltau,num_iters
0,"[2, 8, 4, 9, 1, 6, 7, 3, 0, 5]","[6, 9, 7, 5, 8, 2, 4, 1, 3, 0]","[6, 9, 7, 5, 8, 2, 4, 1, 3, 0]",-0.2121212121212121,-0.8181818181818182,-0.8181818181818182,-0.15555555555555553,-0.6444444444444444,-0.6444444444444444,668
1,"[2, 9, 6, 4, 0, 3, 1, 7, 8, 5]","[6, 9, 7, 5, 8, 2, 4, 1, 3, 0]","[6, 9, 7, 5, 8, 2, 4, 1, 3, 0]",0.11515151515151514,-0.8181818181818182,-0.8181818181818182,0.06666666666666667,-0.6444444444444444,-0.6444444444444444,682
2,"[4, 1, 5, 0, 7, 2, 3, 6, 9, 8]","[6, 9, 7, 5, 8, 2, 4, 1, 3, 0]","[6, 9, 7, 5, 8, 2, 4, 1, 3, 0]",0.6121212121212121,-0.8181818181818182,-0.8181818181818182,0.4666666666666666,-0.6444444444444444,-0.6444444444444444,678
3,"[5, 4, 1, 2, 9, 6, 7, 0, 3, 8]","[6, 9, 7, 5, 8, 2, 4, 1, 3, 0]","[6, 9, 7, 5, 8, 2, 4, 1, 3, 0]",0.16363636363636364,-0.8181818181818182,-0.8181818181818182,0.1111111111111111,-0.6444444444444444,-0.6444444444444444,684
4,"[3, 8, 4, 9, 2, 6, 0, 1, 5, 7]","[6, 9, 7, 5, 8, 2, 4, 1, 3, 0]","[6, 9, 7, 5, 8, 2, 4, 1, 3, 0]",-0.13939393939393938,-0.8181818181818182,-0.8181818181818182,-0.06666666666666667,-0.6444444444444444,-0.6444444444444444,666
5,"[9, 5, 2, 4, 7, 1, 0, 8, 6, 3]","[6, 9, 7, 5, 8, 2, 4, 1, 3, 0]","[6, 9, 7, 5, 8, 2, 4, 1, 3, 0]",-0.2121212121212121,-0.8181818181818182,-0.8181818181818182,-0.19999999999999998,-0.6444444444444444,-0.6444444444444444,674
6,"[8, 1, 7, 0, 6, 5, 2, 4, 3, 9]","[6, 9, 7, 5, 8, 2, 4, 1, 3, 0]","[6, 9, 7, 5, 8, 2, 4, 1, 3, 0]",0.07878787878787878,-0.8181818181818182,-0.8181818181818182,-0.022222222222222223,-0.6444444444444444,-0.6444444444444444,762
7,"[8, 5, 0, 2, 1, 9, 7, 3, 6, 4]","[6, 9, 7, 5, 8, 2, 4, 1, 3, 0]","[6, 9, 7, 5, 8, 2, 4, 1, 3, 0]",0.05454545454545454,-0.8181818181818182,-0.8181818181818182,0.022222222222222223,-0.6444444444444444,-0.6444444444444444,672
8,"[8, 6, 9, 0, 2, 5, 7, 1, 4, 3]","[6, 9, 7, 5, 8, 2, 4, 1, 3, 0]","[6, 9, 7, 5, 8, 2, 4, 1, 3, 0]",-0.4545454545454545,-0.8181818181818182,-0.8181818181818182,-0.28888888888888886,-0.6444444444444444,-0.6444444444444444,680
9,"[8, 4, 7, 2, 1, 9, 3, 0, 6, 5]","[6, 9, 7, 5, 8, 2, 4, 1, 3, 0]","[6, 9, 7, 5, 8, 2, 4, 1, 3, 0]",-0.22424242424242422,-0.8181818181818182,-0.8181818181818182,-0.19999999999999998,-0.6444444444444444,-0.6444444444444444,696
10,"[8, 2, 5, 6, 3, 1, 0, 7, 4, 9]","[6, 9, 7, 5, 8, 2, 4, 1, 3, 0]","[6, 9, 7, 5, 8, 2, 4, 1, 3, 0]",0.07878787878787878,-0.8181818181818182,-0.8181818181818182,0.022222222222222223,-0.6444444444444444,-0.6444444444444444,628
11,"[7, 8, 2, 6, 4, 5, 1, 3, 0, 9]","[6, 9, 7, 5, 8, 2, 4, 1, 3, 0]","[6, 9, 7, 5, 8, 2, 4, 1, 3, 0]",-0.28484848484848485,-0.8181818181818182,-0.8181818181818182,-0.28888888888888886,-0.6444444444444444,-0.6444444444444444,722
